"tid","s1","s2","s3","s4","s5","thematicheading"
"1610","AP","04","s",,,"Geometry"
"1611","AP","04","s","01",,"Point"
"1612","AP","04","s","02",,"Line"
"1613","AP","04","s","03",,"Curve"
"1614","AP","04","s","04",,"Angle"
"1615","AP","04","s","05",,"Shape/figure"
"1616","AP","04","t",,,"Graph/diagram"
"1617","AP","04","u",,,"Probability/statistics"
"1618","AP","04","v",,,"Computing/information technology"
"1619","AP","04","v","01",,"Hardware"
"1620","AP","04","v","01","a","Computer"
"1621","AP","04","v","02",,"Software"
"1622","AP","04","v","03",,"Programming language"
"1623","AP","04","v","04",,"Data"
"1624","AP","05",,,,"Measurement"
"1625","AP","05","a",,,"Measurement of length"
"1626","AP","05","b",,,"Measurement of area"
"1627","AP","05","c",,,"Scientific measurement of volume"
"1628","AP","05","c","01",,"Measure(s) of capacity"
"1629","AP","05","c","01","a","Amount defined by capacity"
"1630","AP","05","d",,,"Measuring instrument"
"1631","AP","05","e",,,"Measurement by weighing"
"1632","AP","05","e","01",,"Equipment for weighing"
"1633","AP","06",,,,"Quantity"
"1634","AP","06","a",,,"Greatness of quantity/amount/degree"
"1635","AP","06","a","01",,"High/intense degree"
"1636","AP","06","b",,,"Sufficient quantity/amount/degree"
"1637","AP","06","b","01",,"Abundance"
"1638","AP","06","b","02",,"Excessive amount/degree"
"1639","AP","06","c",,,"Increase in quantity/amount/degree"
"1640","AP","06","c","01",,"Addition/supplementation"
"1641","AP","06","d",,,"Smallness of quantity/amount/degree"
"1642","AP","06","e",,,"Insufficiency"
"1643","AP","06","f",,,"Decrease/reduction in quantity/amount/degree"
"1644","AP","07",,,,"Wholeness"
"1645","AP","07","a",,,"Completeness"
"1646","AP","07","b",,,"The whole/all"
"1647","AP","07","c",,,"State/quality of being simple/unmixed/uncompounded"
"1648","AP","07","d",,,"Incompleteness"
"1649","AP","07","d","01",,"Part of whole"
"1650","AP","07","d","01","a","That which is left/remainder"
"1651","AP","07","e",,,"Mutual relation of parts to whole"
"1652","AP","07","e","01",,"Incorporation/inclusion"
"1653","AP","07","e","02",,"Condition/state of being combined"
"1654","AP","07","e","03",,"Condition/state of being mixed/blended"
"1655","AP","07","e","04",,"Condition/fact of uniting/being united"
"1656","AP","07","e","05",,"Fact/action of being joined/joining"
"1657","AP","07","e","05","a","Fact/action of being connected/connecting"
"1658","AP","07","e","05","b","Attachment"
"1659","AP","07","e","06",,"Fastening"
"1660","AP","07","e","06","a","Binding/tying"
"1661","AP","07","e","06","b","Condition of being fast bound/firmly fixed"
"1662","AP","07","e","07",,"Separation"
"1663","AP","07","e","07","a","Separation/breaking up into constituent parts"
"1664","AP","07","e","07","b","Action of dividing/divided condition"
"1665","AP","07","e","07","c","Separation/detachment, loosening/unfastening"
"1666","AQ",,,,,"The supernatural"
"1667","AQ","01",,,,"The paranormal"
"1668","AQ","02",,,,"The occult"
"1669","AQ","02","a",,,"Spiritualism"
"1670","AQ","02","b",,,"Sorcery/witchcraft/magic"
"1671","AQ","02","b","01",,"Sorcerer/magician"
"1672","AQ","02","b","01","a","Witch"
"1673","AQ","02","b","02",,"Non-European magic (miscellaneous)"
"1674","AQ","02","b","03",,"Enchantment/casting spells"
"1675","AQ","03",,,,"Supernatural being"
"1676","AQ","03","a",,,"Evil spirit/demon"
"1677","AQ","03","b",,,"Ghost/phantom"
"1678","AQ","03","c",,,"Fairy/elf"
"1679","AQ","03","d",,,"Mythical creature/object"
"1680","AQ","03","e",,,"Hybrid creature/monster"
"1681","AQ","03","f",,,"Malignant monster"
"1682","AQ","04",,,,"Deity"
"1683","AQ","04","a",,,"Christian God"
"1684","AQ","04","a","01",,"Trinity"
"1685","AQ","04","a","01","a","The Son/Christ"
"1686","AQ","04","a","02",,"Nature/attributes of God"
"1687","AQ","04","a","03",,"Activities of God"
"1688","AQ","04","a","04",,"Mary"
"1689","AQ","04","b",,,"Classical deity"
"1690","AQ","04","c",,,"Other deities"
"1691","AQ","04","d",,,"Angel"
"1692","AQ","04","e",,,"A devil"
"1693","AQ","04","e","01",,"The Devil/Satan"
"1694","AQ","04","f",,,"Heaven"
"1695","AQ","04","g",,,"Hell"
"1696","AR",,,,,"The mind"
"1697","AR","01",,,,"Mental capacity"
"1698","AR","02",,,,"Spirituality, soul"
"1699","AR","03",,,,"Intellect"
"1700","AR","03","a",,,"Animality in people"
"1701","AR","04",,,,"Consciousness"
"1702","AR","04","a",,,"Self-consciousness"
"1703","AR","05",,,,"Character, disposition, mood"
"1704","AR","06",,,,"Psychology"
"1705","AR","06","a",,,"Psychological actions and processes"
"1706","AR","06","b",,,"Social and group psychology"
"1707","AR","06","c",,,"Developmental psychology"
"1708","AR","06","c","01",,"Psychological memory"
"1709","AR","06","d",,,"Psychology of perception"
"1710","AR","06","d","01",,"Gestalt psychology"
"1711","AR","06","e",,,"Cognitive psychology"
"1712","AR","06","e","01",,"Association of ideas"
"1713","AR","06","f",,,"Psychology of personality"
"1714","AR","06","g",,,"Faculty psychology"
"1715","AR","06","g","01",,"Phrenology"
"1716","AR","06","h",,,"Behaviourism"
"1717","AR","06","i",,,"Experimental psychology"
"1718","AR","06","i","01",,"Stimulus-response"
"1719","AR","06","j",,,"Psychology of emotion"
"1720","AR","07",,,,"Psychoanalysis"
"1721","AR","07","a",,,"Theories of Freud"
"1722","AR","07","b",,,"Theories of Jung"
"1723","AR","07","c",,,"Theories of Adler"
"1724","AR","07","d",,,"Libido"
"1725","AR","07","d","01",,"Psychological obsession/complex"
"1726","AR","08",,,,"Thinking, thought"
"1727","AR","08","a",,,"Contemplation, reflection, consideration"
"1728","AR","09",,,,"Perception, cognition"
"1729","AR","09","a",,,"Recognition"
"1730","AR","10",,,,"Intuition"
"1731","AR","11",,,,"Ideas"
"1732","AR","11","a",,,"Topic, subject, concern"
"1733","AR","12",,,,"Imagination"
"1734","AR","12","a",,,"A vision"
"1735","AR","12","b",,,"Day-dream, reverie"
"1736","AR","12","c",,,"Fancy, fantastic notion"
"1737","AR","12","d",,,"Deceptive fancy, illusion"
"1738","AR","13",,,,"Idealism"
"1739","AR","13","a",,,"Ideal place"
"1740","AR","13","b",,,"Romanticism"
"1741","AR","14",,,,"Creativity"
"1742","AR","15",,,,"Lack of imagination"
"1743","AR","16",,,,"Understanding"
"1744","AR","17",,,,"Intelligence, cleverness"
"1745","AR","17","a",,,"High intelligence, genius"
"1746","AR","17","b",,,"Sharpness, shrewdness, insight"
"1747","AR","17","c",,,"Wit, wittiness"
"1748","AR","18",,,,"Wisdom, sagacity"
"1749","AR","18","a",,,"Wise man, sage"
"1750","AR","18","b",,,"Prudence, discretion"
"1751","AR","19",,,,"Reason, reasoning"
"1752","AR","19","a",,,"Common sense"
"1753","AR","19","b",,,"Inference"
"1754","AR","20",,,,"Lack of reasoning, illogicality"
"1755","AR","21",,,,"Misleading argument, sophistry"
"1756","AR","21","a",,,"Hair-splitting, quibbling"
"1757","AR","22",,,,"Lack of understanding"
"1758","AR","23",,,,"Irrationality"
"1759","AR","24",,,,"Stupidity"
"1760","AR","24","a",,,"Oafishness"
"1761","AR","24","b",,,"Foolishness, folly"
"1762","AR","25",,,,"Absurdity, incongruity"
"1763","AR","26",,,,"Weakness of intellect"
"1764","AR","26","a",,,"Simple-mindedness"
"1765","AR","26","b",,,"Madness, extreme folly"
"1766","AR","26","c",,,"Confusion, muddle-headedness"
"1767","AR","27",,,,"Stupid/foolish/inadequate person"
"1768","AR","28",,,,"Intelligibility"
"1769","AR","29",,,,"Meaning"
"1770","AR","30",,,,"Explanation, exposition"
"1771","AR","30","a",,,"Paraphrase"
"1772","AR","30","b",,,"Interpretation"
"1773","AR","30","c",,,"Translation"
"1774","AR","31",,,,"Linguistic ambiguity"
"1775","AR","32",,,,"Unintelligibility, obscurity"
"1776","AR","32","a",,,"Inexpressibility"
"1777","AR","33",,,,"Absence of meaning"
"1778","AR","33","a",,,"Nonsense, rubbish"
"1779","AR","33","a","01",,"Unintelligible language, gibberish"
"1780","AR","33","a","02",,"Empty, idle talk"
"1781","AR","33","a","03",,"Insincere/pretentious talk"
"1782","AR","34",,,,"Misinterpretation"
"1783","AR","34","a",,,"Distortion/perversion of meaning"
"1784","AR","35",,,,"Memory, keeping in mind"
"1785","AR","35","a",,,"Memorization"
"1786","AR","35","b",,,"Mnemonics"
"1787","AR","35","c",,,"Reminder, commemoration, memento"
"1788","AR","35","d",,,"Retrospection, reminiscence"
"1789","AR","35","e",,,"Faulty recollection, forgetting"
"1790","AR","35","f",,,"Effacement, obliteration"
"1791","AR","35","g",,,"Cancellation, revocation"
"1792","AR","36",,,,"Knowledge"
"1793","AR","36","a",,,"Experience"
"1794","AR","36","b",,,"Scholarly knowledge, erudition"
"1795","AR","36","b","01",,"Learned person, scholar"
"1796","AR","36","c",,,"Branch of knowledge"
"1797","AR","36","c","01",,"Humanistic studies"
"1798","AR","36","c","02",,"Science"
"1799","AR","36","d",,,"Saying, maxim, proverb"
"1800","AR","36","e",,,"Pedantry"
"1801","AR","37",,,,"Ignorance"
"1802","AR","37","a",,,"Illiteracy"
"1803","AR","37","b",,,"Philistinism"
"1804","AR","37","c",,,"Inexperience"
"1805","AR","37","d",,,"The unknown"
"1806","AR","38",,,,"Truth, validity, correctness"
"1807","AR","38","a",,,"Accuracy, precision"
"1808","AR","39",,,,"Truthfulness, veracity"
"1809","AR","39","a",,,"Sincerity"
"1810","AR","40",,,,"Exaggeration"
"1811","AR","41",,,,"Disregard for truth, falsehood"
"1812","AR","41","a",,,"Lack of truth, falsity, error"
"1813","AR","41","b",,,"Inaccuracy, incorrectness"
"1814","AR","41","b","01",,"Incorrectness of language"
"1815","AR","41","c",,,"Error in belief/opinion"
"1816","AR","41","d",,,"Fabrication of statement, fiction"
"1817","AR","42",,,,"Deceit, deception, trickery"
"1818","AR","42","a",,,"Snare, trap, entanglement"
"1819","AR","42","b",,,"Evasion, shiftiness"
"1820","AR","42","c",,,"Cheating, fraud"
"1821","AR","42","c","01",,"A charlatan, fraudster"
"1822","AR","42","d",,,"Trickery, duping, gullibility"
"1823","AR","42","e",,,"Forgery, falsification"
"1824","AR","42","f",,,"Collusion, intrigue, conspiracy"
"1825","AR","42","g",,,"Delusion"
"1826","AR","42","g","01",,"Self-deception"
"1827","AR","42","h",,,"Dissimulation, pretence"
"1828","AR","42","h","01",,"Hypocrisy"
"1829","AR","42","h","02",,"Insincerity"
"1830","AR","42","i",,,"Misrepresentation"
"1831","AR","43",,,,"Secrecy, concealment"
"1832","AR","43","a",,,"Stealthy action, stealth"
"1833","AR","43","b",,,"A profound secret, mystery"
"1834","AR","43","c",,,"Puzzle, enigma, riddle"
"1835","AR","43","d",,,"Code, cipher"
"1836","AR","44",,,,"Hiding, concealing "
"1837","AR","44","a",,,"Keeping from knowledge"
"1838","AR","44","a","01",,"Keeping from publication, censorship"
"1839","AR","44","b",,,"Means of concealment, disguise"
"1840","AR","44","c",,,"Secret place, hiding place"
"1841","AR","44","d",,,"Privacy"
"1842","AR","45",,,,"Belief, opinion"
"1843","AR","45","a",,,"School of thought, ideology"
"1844","AR","45","b",,,"Belief, trust, confidence"
"1845","AR","45","c",,,"Act of convincing, conviction"
"1846","AR","45","d",,,"Credulity"
"1847","AR","45","e",,,"Expressed belief, opinion"
"1848","AR","45","f",,,"Extreme opinion, dogmatism"
"1849","AR","45","g",,,"Bias, prejudice, intolerance"
"1850","AR","46",,,,"Supposition, surmise, presumption"
"1851","AR","46","a",,,"Conjecture, guessing, speculation"
"1852","AR","46","b",,,"Hypothesis, theory"
"1853","AR","46","c",,,"Suggestion, proposal"
"1854","AR","47",,,,"Disbelief, incredulity"
"1855","AR","47","a",,,"Uncertainty, doubt, hesitation"
"1856","AR","47","b",,,"Lack of confidence, distrust, suspicion"
"1857","AR","47","c",,,"Perplexity, bewilderment"
"1858","AR","47","d",,,"State of uncertainty, suspense"
"1859","AR","48",,,,"Insecure knowledge, uncertainty"
"1860","AR","48","a",,,"Unreliability"
"1861","AR","48","b",,,"Impossibility, improbability"
"1862","AR","48","c",,,"Possibility, probability"
"1863","AR","49",,,,"Absence of doubt, confidence"
"1864","AR","49","a",,,"Reliability"
"1865","AR","50",,,,"Expectation"
"1866","AR","50","a",,,"Surprise, unexpectedness"
"1867","AR","50","a","01",,"Suddenness"
"1868","AR","50","b",,,"Hope"
"1869","AR","50","b","01",,"Aspiration, ambition"
"1870","AR","50","b","02",,"Optimism"
"1871","AR","50","b","02","a","Doctrine of human perfectibility"
"1872","AR","50","c",,,"Promise, ground of hope"
"1873","AR","50","d",,,"Confident hope, trust"
"1874","AR","50","e",,,"Disappointment"
"1875","AR","50","f",,,"Despair, hopelessness"
"1876","AR","50","f","01",,"Pessimism"
"1877","AR","51",,,,"Feeling of wonder, astonishment, awe"
"1878","AR","52",,,,"Foresight, foreknowledge"
"1879","AR","52","a",,,"Prediction, foretelling"
"1880","AR","52","b",,,"Divination"
"1881","AR","52","b","01",,"An omen, sign, portent"
"1882","AR","52","b","02",,"Interpretation of dreams"
"1883","AR","52","b","03",,"Casting of lots, sortilege"
"1884","AR","52","b","04",,"Crystal-gazing"
"1885","AR","52","b","05",,"Palmistry"
"1886","AR","53",,,,"Philosophy"
"1887","AR","53","a",,,"Ancient Greek philosophy"
"1888","AR","53","b",,,"Scholasticism"
"1889","AR","53","c",,,"Metaphysics"
"1890","AR","53","d",,,"Epistemology"
"1891","AR","53","e",,,"Idealism"
"1892","AR","53","f",,,"Philosophy of aesthetics"
"1893","AR","53","g",,,"Existentialism"
"1894","AR","53","h",,,"Moral philosophy"
"1895","AR","53","i",,,"Pragmatism"
"1896","AR","53","j",,,"Logic"
"1897","AR","53","j","01",,"Predicate/propositional logic"
"1898","AR","53","k",,,"Philosophy of language"
"1899","AS",,,,,"Attention, judgment, curiosity"
"1900","AS","01",,,,"Attention"
"1901","AS","01","b",,,"Concentration"
"1902","AS","02",,,,"Inattention"
"1903","AS","03",,,,"Distraction, confusion, bewilderment"
"1904","AS","04",,,,"Enquiry"
"1905","AS","04","a",,,"Investigation, inspection"
"1906","AS","04","b",,,"Secret observation, spying"
"1907","AS","04","c",,,"Discovery"
"1908","AS","04","c","01",,"Research"
"1909","AS","04","d",,,"Instrument for detection"
"1910","AS","04","e",,,"Invention, devising"
"1911","AS","04","f",,,"Comparison, contrast"
"1912","AS","04","g",,,"Answer"
"1913","AS","05",,,,"Testing"
"1914","AS","05","a",,,"Attestation, witness, evidence"
"1915","AS","05","b",,,"Qualification, condition, reservation"
"1916","AS","05","c",,,"Debate, disputation, argument"
"1917","AS","05","d",,,"Proof"
"1918","AS","05","e",,,"Solution to problem"
"1919","AS","06",,,,"Accusation, charge"
"1920","AS","06","a",,,"Disproof"
"1921","AS","06","b",,,"Judgement, decision"
"1922","AS","07",,,,"Evaluation, estimation, appraisal"
"1923","AS","08",,,,"Advice"
"1924","AS","09",,,,"Discernment, discrimination"
"1925","AS","09","a",,,"Criticism, censure"
"1926","AS","09","b",,,"Absence of prejudice"
"1927","AS","09","c",,,"Misjudgement"
"1928","AS","10",,,,"Importance, influence"
"1929","AS","11","a",,,"Unimportance, triviality"
"1930","AS","12",,,,"Esteem"
"1931","AS","12","a",,,"Favour"
"1932","AS","12","b",,,"Respect"
"1933","AS","12","b","01",,"Reverence"
"1934","AS","12","c",,,"Admiration"
"1935","AS","12","d",,,"Approval/sanction"
"1936","AS","12","d","01",,"Popularity"
"1937","AS","12","e",,,"Commendation/praise"
"1938","AS","12","e","01",,"Recommendation"
"1939","AS","12","e","02",,"Compliment"
"1940","AS","12","e","03",,"Congratulation"
"1941","AS","12","e","04",,"Applause"
"1942","AS","12","f",,,"Flattery/flattering"
"1943","AS","13",,,,"Reputation"
"1944","AS","13","a",,,"Fame/renown"
"1945","AS","13","a","01",,"Famous/eminent person"
"1946","AS","13","b",,,"High reputation, honour"
"1947","AS","13","b","01",,"Exaltation, glorification"
"1948","AS","13","c",,,"Good repute"
"1949","AS","13","c","01",,"Honour"
"1950","AS","14",,,,"Contempt"
"1951","AS","14","a",,,"Derision/ridicule/mockery"
"1952","AS","14","a","01",,"Banter/good-humoured ridicule"
"1953","AS","14","a","02",,"Jeering/taunting/scoffing"
"1954","AS","14","b",,,"Disrespect, disfavour, insult"
"1955","AS","14","b","01",,"Irreverence"
"1956","AS","14","b","02",,"Insult"
"1957","AS","14","b","03",,"Disfavour"
"1958","AS","14","b","04",,"Unpopularity"
"1959","AS","14","c",,,"Disapproval, censure"
"1960","AS","14","c","01",,"Criticism, being critical"
"1961","AS","14","c","02",,"Dispraise"
"1962","AS","14","d",,,"Blame, reproach, rebuke"
"1963","AS","14","e",,,"Denunciation, invective"
"1964","AS","15",,,,"Disrepute"
"1965","AS","15","a",,,"Infamy/notoriety"
"1966","AS","15","b",,,"Damage to reputation"
"1967","AS","15","b","01",,"Slander, calumny"
"1968","AS","15","c",,,"Disgrace, dishonour"
"1969","AS","15","d",,,"Obscurity/ingloriousness"
"1970","AS","15","e",,,"Ignobleness/baseness"
"1971","AS","16",,,,"Aesthetics"
"1972","AS","17",,,,"Good taste"
"1973","AS","17","a",,,"Refinement"
"1974","AS","17","a","01",,"Fastidiousness"
"1975","AS","17","a","02",,"Elegance"
"1976","AS","18",,,,"Bad taste"
"1977","AS","18","a",,,"Flashiness/gaudiness"
"1978","AS","19",,,,"Fashionableness"
"1979","AS","19","a",,,"Unfashionableness"
"1980","AS","20",,,,"Beauty, pleasing appearance"
"1981","AS","21",,,,"Beautification"
